1552573857,52
1552573858,94
1552573859,78
1552573860,16
1552573861,41
1552573862,84
1552573863,67
1552573864,75
1552573865,23
1552573866,11
1552573867,21
1552573868,90
1552573869,55
1552573870,45
1552573871,2
1552573872,34
1552573873,71
1552573874,1
1552573875,96
1552573876,60
1552573877,7
1552573878,46
1552573879,53
1552573880,26
1552573881,53
1552573882,15
1552573883,21
1552573884,82
1552573885,78
1552573886,16
1552573887,29
1552573888,68
1552573889,12
1552573890,17
1552573891,60
1552573892,69
1552573893,58
1552573894,11
1552573895,13
1552573896,1
1552573897,38
1552573898,74
1552573899,46
1552573900,35
1552573901,76
1552573902,56
1552573903,24
1552573904,31
1552573905,22
1552573906,99
1552573907,97
1552573908,90
1552573909,32
1552573910,25
1552573911,60
1552573912,12
1552573913,72
1552573914,6
1552573915,11
1552573916,8
1552573917,32
1552573918,90
1552573919,4
1552573920,69
1552573921,92
1552573922,73
1552573923,59
1552573924,30
1552573925,96
1552573926,69
1552573927,28
1552573928,37
1552573929,49
1552573930,85
1552573931,4
1552573932,67
1552573933,20
1552573934,71
1552573935,17
1552573936,20
1552573937,97
1552573938,73
1552573939,90
1552573940,6
1552573941,46
1552573942,77
1552573943,71
1552573944,97
1552573945,66
1552573946,86
1552573947,85
1552573948,2
1552573949,79
1552573950,8
1552573951,60
1552573952,4
1552573953,15
1552573954,55
1552573955,25
1552573956,29
1552573957,33
1552573958,65
1552573959,88
1552573960,96
1552573961,90
1552573962,15
1552573963,64
1552573964,56
1552573965,57
1552573966,85
1552573967,7
1552573968,13
1552573969,22
1552573970,37
1552573971,32
1552573972,49
1552573973,8
1552573974,64
1552573975,74
1552573976,14
1552573977,42
1552573978,98
1552573979,92
1552573980,77
1552573981,4
1552573982,12
1552573983,99
1552573984,44
1552573985,74
1552573986,41
1552573987,82
1552573988,79
1552573989,16
1552573991,53
1552573992,48
1552573993,81
1552573994,57
1552573995,6
1552573996,97
1552573997,89
1552573998,94
1552573999,5
1552574000,7
1552574001,82
1552574002,2
1552574003,81
1552574004,8
1552574005,70
1552574006,7
1552574007,79
1552574008,82
1552574009,36
1552574010,63
1552574011,63
1552574012,52
1552574013,60
1552574014,98
1552574015,48
1552574016,68
1552574017,47
1552574018,33
1552574019,14
1552574020,74
1552574021,72
1552574022,93
1552574023,77
1552574024,0
1552574025,77
1552574026,78
1552574027,77
1552574028,64
1552574029,73
1552574030,86
1552574031,49
1552574032,33
1552574033,16
1552574034,90
1552574035,43
1552574036,82
1552574037,94
1552574038,66
1552574039,82
1552574040,65
1552574041,63
1552574042,6
1552574043,79
1552574044,79
1552574045,91
1552574046,60
1552574047,23
1552574048,99
1552574049,5
1552574050,6
1552574051,89
1552574052,21
1552574053,71
1552574054,41
1552574055,82
1552574056,23
1552574057,92
1552574058,67
1552574059,85
1552574060,30
1552574061,87
1552574062,82
1552574063,42
1552574064,94
1552574065,89
1552574066,96
1552574067,35
1552574068,34
1552574069,57
1552574070,53
1552574071,28
1552574072,45
1552574073,80
1552574074,10
1552574075,88
1552574076,22
1552574077,60
1552574078,93
1552574079,15
1552574080,12
1552574081,41
1552574082,94
1552574083,85
1552574084,27
1552574085,8
1552574086,79
1552574087,95
1552574088,75
1552574089,24
1552574090,76
1552574091,75
1552574092,92
1552574093,21
1552574094,21
1552574095,86
1552574096,37
1552574097,67
1552574098,60
1552574099,26
1552574100,1
1552574101,5
1552574102,58
1552574103,30
1552574104,19
1552574105,48
1552574106,81
1552574107,74
1552574108,51
1552574109,34
1552574110,41
1552574111,63
1552574112,56
1552574113,29
1552574114,60
1552574115,31
1552574116,18
1552574117,9
1552574118,14
1552574119,61
1552574120,32
1552574121,49
1552574122,96
1552574123,60
1552574124,90
1552574125,68
1552574126,21
1552574127,58
1552574128,37
1552574129,15
1552574130,52
1552574131,40
1552574132,0
1552574133,37
1552574134,32
1552574135,27
1552574136,13
1552574137,61
1552574138,63
1552574139,64
1552574140,75
1552574141,20
1552574142,55
1552574143,95
1552574144,51
1552574145,91
1552574146,78
1552574147,54
1552574148,29
1552574149,43
1552574150,9
1552574151,91
1552574152,83
1552574153,12
1552574154,79
1552574155,53
1552574156,5
1552574157,84
1552574158,91
1552574159,94
1552574160,92
1552574161,58
1552574162,13
1552574163,64
1552574164,36
1552574165,10
1552574166,94
1552574167,98
1552574168,43
1552574169,56
1552574170,96
1552574171,78
1552574172,32
1552574173,60
1552574174,89
1552574175,62
1552574176,90
1552574177,79
1552574178,30
1552574179,56
1552574180,8
1552574181,41
1552574182,19
1552574183,4
1552574184,10
1552574185,26
1552574186,65
1552574187,96
1552574188,69
1552574189,68
1552574190,71
1552574191,90
1552574192,78
1552574193,31
1552574194,47
1552574195,2
1552574196,33
1552574197,16
1552574198,11
1552574199,16
1552574200,12
1552574201,3
1552574202,41
1552574203,66
1552574204,81
1552574205,48
1552574206,82
1552574207,85
1552574208,78
1552574209,81
1552574210,80
1552574211,42
1552574212,88
1552574213,7
1552574214,14
1552574215,95
1552574216,59
1552574217,62
1552574218,7
1552574219,98
1552574220,76
1552574221,95
1552574222,54
1552574223,49
1552574224,95
1552574225,6
1552574226,43
1552574227,89
1552574228,39
1552574229,59
1552574230,9
1552574231,51
1552574232,45
1552574233,7
1552574234,84
1552574235,93
1552574236,44
1552574237,95
1552574238,87
1552574239,85
1552574240,12
1552574241,20
1552574242,6
1552574243,42
1552574244,72
1552574245,64
1552574246,20
1552574247,62
1552574248,86
1552574249,48
1552574250,25
1552574251,21
1552574252,61
1552574253,66
1552574254,77
1552574255,24
1552574256,25
1552574257,75
1552574258,39
1552574259,20
1552574260,77
1552574261,27
1552574262,96
1552574263,24
1552574264,99
1552574265,2
1552574266,30
1552574267,79
1552574268,97
1552574269,1
1552574270,25
1552574271,29
1552574272,96
1552574273,70
1552574274,53
1552574275,20
1552574276,58
1552574277,89
1552574278,84
1552574279,13
1552574280,45
1552574281,3
1552574282,50
1552574283,0
1552574284,97
1552574285,13
1552574286,41
1552574287,74
1552574288,61
1552574289,50
1552574290,30
1552574291,33
1552574292,4
1552574293,51
1552574294,9
1552574295,15
1552574296,7
1552574297,68
1552574298,18
1552574299,79
1552574300,19
1552574301,46
1552574302,62
1552574303,87
1552574304,70
1552574305,94
1552574306,17
1552574307,98
1552574308,33
1552574309,39
1552574310,61
1552574311,35
1552574312,29
1552574313,58
1552574314,33
1552574315,36
1552574316,56
1552574317,54
1552574318,4
1552574319,10
1552574320,79
1552574321,55
1552574322,89
1552574323,57
1552574324,92
1552574325,81
1552574326,75
1552574327,10
1552574328,48
1552574329,57
1552574330,17
1552574331,59
1552574332,9
1552574333,69
1552574334,87
1552574335,13
1552574336,26
1552574337,85
1552574338,38
1552574339,36
1552574340,90
1552574341,88
1552574342,45
1552574343,44
1552574344,73
1552574345,30
1552574346,41
1552574347,43
1552574348,60
1552574349,94
1552574350,34
1552574351,11
1552574352,39
1552574353,91
1552574354,80
1552574355,12
1552574356,87
1552574357,6
1552574358,49
1552574359,57
1552574360,23
1552574361,60
1552574362,69
1552574363,13
1552574364,94
1552574365,74
1552574366,0
1552574367,63
1552574368,9
1552574369,48
1552574370,44
1552574371,71
1552574372,61
1552574373,52
1552574374,52
1552574375,41
1552574376,64
1552574377,67
1552574378,51
1552574379,86
1552574380,92
1552574381,61
1552574382,84
1552574383,26
1552574384,68
1552574385,63
1552574386,36
1552574387,56
1552574388,9
1552574389,37
1552574390,41
1552574391,75
1552574392,22
1552574393,74
1552574394,90
1552574395,95
1552574396,85
1552574397,10
1552574398,1
1552574399,87
1552574400,25
1552574401,19
1552574402,51
1552574403,97
1552574404,60
1552574405,30
1552574406,95
1552574407,94
1552574408,33
1552574409,8
1552574410,26
1552574411,43
1552574412,1
1552574413,69
1552574414,5
1552574415,99
1552574416,22
1552574417,93
1552574418,79
1552574419,84
1552574420,66
1552574421,15
1552574422,59
1552574423,87
1552574424,99
1552574425,23
1552574426,86
1552574427,98
1552574428,88
1552574429,56
1552574430,77
1552574431,76
1552574432,47
1552574433,73
1552574434,22
1552574435,2
1552574436,74
1552574437,67
1552574438,82
1552574437,22
1552574438,27
1552574439,98
1552574440,6
1552574441,30
1552574442,20
1552574443,66
1552574444,38
1552574445,41
1552574446,35
1552574447,30
1552574448,54
1552574449,62
1552574450,74
1552574451,52
1552574452,90
1552574453,84
1552574454,37
1552574455,16
1552574456,81
1552574457,45
1552574458,99
1552574459,26
1552574460,24
1552574461,84
1552574462,16
1552574463,71
1552574464,69
1552574465,98
1552574466,16
1552574467,15
1552574468,41
1552574469,32
1552574470,94
1552574471,97
1552574472,36
1552574473,43
1552574474,62
1552574475,35
1552574476,38
1552574477,77
1552574478,62
1552574479,27
1552574480,51
1552574481,79
1552574482,71
1552574483,99
1552574484,48
1552574485,64
1552574486,20
1552574487,86
1552574488,76
1552574489,91
1552574490,37
1552574491,50
1552574492,79
1552574493,40
1552574494,6
1552574495,38
1552574496,87
1552574497,61
1552574498,12
1552574499,63
1552574500,86
1552574501,76
1552574502,93
1552574503,35
1552574504,34
1552574505,59
1552574506,55
1552574507,84
1552574508,32
1552574509,17
1552574510,66
1552574511,76
1552574512,84
1552574513,85
1552574514,63
1552574515,88
1552574516,6
1552574517,5
1552574518,37
1552574519,11
1552574520,28
1552574521,16
1552574522,28
1552574523,59
1552574524,23
1552574525,39
1552574526,72
1552574527,66
1552574528,23
1552574529,33
1552574530,10
1552574531,55
1552574532,93
1552574533,30
1552574534,6
1552574535,90
1552574536,70
1552574537,7
1552574538,19
1552574539,61
1552574540,66
1552574541,75
1552574542,31
1552574543,76
1552574544,56
